[4355, 3960, 3705, 3510, 3715, 3955, 3720, 3815, 3680, 3935]
[0.8988058567047119, 0.8727450370788574, 0.912905216217041, 0.9012467861175537, 0.8403606414794922, 0.813143253326416, 0.8161330223083496, 0.8202989101409912, 0.8236205577850342, 0.819176197052002]

[3900, 3905, 3705, 3835, 3870, 3980, 3850, 3830, 3805, 4160]
[0.9844675064086914, 0.9970920085906982, 1.037736415863037, 1.0430777072906494, 0.998741865158081, 0.9873723983764648, 1.0298571586608887, 1.0219275951385498, 0.9751632213592529, 0.9831583499908447]

[4315, 3860, 3695, 3830, 3800, 3835, 3740, 3960, 4075, 3685]
[1.1337945461273193, 1.1441617012023926, 1.151052713394165, 1.1870055198669434, 1.1375067234039307, 1.122297763824463, 1.1348519325256348, 1.1378231048583984, 1.1257195472717285, 1.1266214847564697]

[3665, 4035, 4095, 4365, 3900, 3610, 3860, 3755, 3825, 3730]
[1.422633171081543, 1.4210340976715088, 1.38832426071167, 1.3527851104736328, 1.3384931087493896, 1.387444019317627, 1.3269000053405762, 1.3916919231414795, 1.3780834674835205, 1.4156947135925293]

[3930, 3880, 3890, 3935, 4215, 3600, 4170, 3705, 3730, 3920]
[1.585845708847046, 1.6206226348876953, 1.4615023136138916, 1.5221459865570068, 1.4667320251464844, 1.497502088546753, 1.4660394191741943, 1.570694923400879, 1.5192487239837646, 1.6307621002197266]
